id;name;occupation;contained_in_original_file;area
187;Симонов Евгений Алексеевич;журналист Радио «Свобода»;yes;журналист
188;Сурначева Елизавета Дмитриевна;журналистка «Настоящего времени»;yes;журналист
189;Соловьёва Елена Анатольевна;журналистка «Новой газеты»;yes;журналист
190;Арапова Галина Юрьевна;директор «Центра защиты прав СМИ»;yes;Директор
191;Перл Роман Александрович;журналист «Настоящего времени»;yes;журналист
192;Заговора Максим Александрович;адвокат, сотрудник «Команды 29»;yes;Адвокат
193;Ветошкина Валерия Валерьевна;адвокат, сотрудница «Команды 29»;yes;Адвокат
194;Павлов Иван Юрьевич;адвокат, руководитель «Команды 29»;yes;Адвокат
195;Скворцова Елена Сергеевна;адвокат, сотрудница «Команды 29»;yes;Адвокат
196;Оленичев Максим Владимирович;адвокат, сотрудник «Команды 29»;yes;Адвокат
197;Кочетков Игорь Викторович;сооснователь «Российской ЛГБТ-сети»;yes;Сооснователь
198;Еланчик Олег Александрович;главный редактор «Sota.Vision»;yes;Главный редактор
199;Григорьева Алина Александровна;журналистка «Idel.Реалии»;yes;журналист
200;Григорьев Андрей Валерьевич;журналист «Idel.Реалии»;yes;журналист
201;Гималова Регина Эмилевна;журналистка «Idel.Реалии»;yes;журналист
202;Хисамова Регина Фаритовна;журналистка «Idel.Реалии»;yes;журналист
203;Гельман Марат Александрович;публицист, галерист;yes;Публицист, галерист
204;Шендерович Виктор Анатольевич;публицист;yes;Публицист
205;Беляев Иван Михайлович;журналист Радио «Свобода»;yes;журналист
206;Владыкина Елена Сергеевна;журналистка Радио «Свобода»;yes;журналист
207;Бекбулатова Таисия Львовна;главный редактор «Холода»;yes;Главный редактор
208;Толоконникова Надежда Андреевна;активистка «Pussy Riot»;yes;Активист
209;Никульшина Вероника Юрьевна;активистка «Pussy Riot»;yes;Активист
210;Алексеев Андрей Викторович;кинопрокатчик;yes;Кинопрокатчик
211;Агеева (Айнбиндер) Александра Александровна;учредитель интернет-издания Sota.Vision;yes;Учредитель
212;Голубева Анна Львовна;руководительница центра «Ресурс ЛГБТКИА Москва»;yes;Руководитель
213;Константинова Алла Михайловна;корреспондентка «Медиазоны»;yes;Корреспондент
214;Борзунова Мария Михайловна;журналистка «Дождя»;yes;журналист
215;Мурадов Мурад Абдулгалимович;журналист еженедельника «Новое дело»;yes;журналист
216;Малкова Ирина Владимировна;главный редактор интернет-издания «The Bell»;yes;Главный редактор
217;Осетинская Елизавета Николаевна;журналистка, основательница интернет-издания «The Bell»;yes;журналист, основатель издания
218;Понасенков Евгений Николаевич;историк, публицист, видеоблогер;yes;Историк, публицист, блогер
219;Воробьёв Виктор Викторович;оппозиционный политик, депутат Государственного Совета Республики Коми VII созыва;yes;Политик, депутат
220;Дрёмин Иван Тимофеевич;рэп-исполнитель, певец;yes;Исполнитель, певец
221;Борухович (Тумакова) Ирина Григорьевна;журналистка интернет-издания «Новая газета»;yes;журналист
222;Фейгин Марк Захарович;политический деятель, журналист;yes;Политический деятель, журналист
223;Маяковская Екатерина Алексеевна;журналистка, волонтёр движения «Голос»;yes;журналист, волонтер
224;Филимонов Андрей Викторович;журналист Радио «Свобода», Сибирь.Реалии;yes;журналист
225;Дубровский Дмитрий Викторович;гражданский активист, исследователь, эксперт;yes;Активист, исследователь, эксперт
226;Дзугкоева Регина Николаевна;руководительница движения «Маяк»;yes;Руководитель
227;Шаинян Карен Багратович;ЛГБТ-видеоблогер;yes;блогер
228;Шульман Екатерина Михайловна;политолог, публицист;yes;Политолог, публицист
229;Сабунаева Мария Леонидовна;ЛГБТ-психолог, писательница;yes;психолог, писатель
230;Семёнов Алексей Владимирович;писатель, бывший обозреватель «Псковской губернии»;yes;Писатель
231;Дудь Юрий Александрович;видеоблогер, журналист;yes;блогер, журналист
232;Кругликов Кирилл Игоревич;журналист интернет-издания «Такие дела»;yes;журналист
233;Доброхотов Роман Александрович;главный редактор «The Insider»;yes;Главный редактор
234;Ёлкин Сергей Владимирович;художник-карикатурист;yes;Художник
235;Вахштайн Виктор Семёнович;социолог, главный редактор журнала «Социология власти»;yes;Социолог
236;Сироткин Ярослав Николаевич;гражданский и ЛГБТ-активист, член ЛГБТ-движения «Каллисто»;yes;Активист, член ЛГБТ-движения
237;Пархоменко Сергей Борисович;журналист;yes;журналист
238;Асафьев Артур Валерьевич;журналист Радио «Свобода»;yes;журналист
239;Невзоров Александр Глебович;журналист;yes;журналист
240;Лушникова Екатерина Евгеньевна;журналист Радио «Свобода»;yes;журналист
241;Венедиктов Алексей Алексеевич;главный редактор «Эхо Москвы»;yes;Главный редактор
242;Воронов Владимир Владимирович;журналист Радио «Свобода»;yes;журналист
243;Милов Владимир Станиславович;политик, экономист;yes;Политик, экономист
244;Кагарлицкий Борис Юльевич;социолог, публицист;yes;Социолог, публицист
245;Гозман Леонид Яковлевич;психолог, активист;yes;Психолог, активист
246;Соболь Любовь Эдуардовна;политик;yes;Политик
247;Климарев Михаил Валерьевич;IT-эксперт, активист;yes;IT-эксперт, активист
248;Баранова Наталья Владимировна;контент-директор «Теплицы социальных технологий»;yes;контент-директор
249;Константинов Денис Владимирович;главный редактор «Орловских новостей»;yes;Главный редактор
250;Соколов Михаил Владимирович;журналист Радио «Свобода», историк, радиоведущий, политический обозреватель;yes;журналист, историк, ведущий, политический обозреватель
251;Пивоваров Алексей Владимирович;журналист, блогер;yes;журналист, блогер
252;Цветкова Юлия Владимировна;художница, активистка;yes;Художник, активист
253;Кашин Олег Владимирович;политический журналист, публицист, обозреватель и писатель;yes;журналист, публицист, обозреватель, писатель
254;Петров Николай Владимирович;политолог, политгеограф;yes;Политолог, политгеограф
255;Данилович Ирина Брониславовна;активистка;yes;Активист
256;Алешковский Дмитрий Петрович;общественный деятель, журналист;yes;Общественный деятель, журналист
257;Быков Дмитрий Львович;писатель, публицист;yes;Писатель, публицист
258;Альбац Евгения Марковна;журналистка;yes;журналист
259;Федоров Кирилл Владимирович;психолог, правозащитник;yes;Психолог, правозащитник
260;Мартынов Кирилл Константинович;главный редактор «Новой газеты. Европа», публицист;yes;Главный редактор, публицист
261;Лойко Сергей Леонидович;журналист;yes;журналист
262;Галямина Юлия Евгеньевна;политик;yes;Политик
263;Шац Михаил Григорьевич;шоумен, телеведущий;yes;Шоумен, ведущий
264;Медведев Сергей Александрович;политолог;yes;Политолог
265;Соловей Валерий Дмитриевич;историк, политолог;yes;Историк, политолог
266;Шукаева Елена Викторовна;журналистка Радио «Свобода»;yes;журналист
267;Афанасьев Андрей Андреевич;журналист Радио «Свобода» и Sotaproject;yes;Журналист
268;Ясавеев Искэндэр Габдрахманович;социолог, колумнист «Idel.Реалии», активист;yes;Социолог, колумнист, активист
269;Балтатарова Евгения Семеновна;журналистка, общественный деятель;yes;Журналист, общественный деятель
270;Глуховский Дмитрий Алексеевич;писатель;yes;Писатель
271;Жадаев Иван Алексеевич;журналист, бывший редактор «МБХ-Медиа»;yes;Журналист, редактор
272;Харатьян Кирилл Евгеньевич;журналист, преподаватель РАНХиГС;yes;Журналист, преподаватель
273;Рувинский Владимир Владимирович;журналист, бывший главный редактор сайта «Эха Москвы»;yes;Журналист, главный редактор
274;Куцылло Вероника Иосифовна;журналист, бывший главный редактор «МБХ медиа»;yes;Журналист, главный редактор
275;Долин Антон Владимирович;кинокритик;yes;Кинокритик
276;Телегина Наталия Геннадьевна;журналистка;yes;журналист
277;Зыгарь Михаил Викторович;писатель, журналист;yes;Писатель, журналист
278;Докучаев Алексей Алексеевич;основатель издательства Individuum;yes;Основатель издательства
279;Баев Андрей Сергеевич;директор сервиса Bookmate;yes;Директор
280;Биккинин Ирек Дамирович;журналист, общественный деятель;yes;Журналист, общественный деятель
281;Колезев Дмитрий Евгеньевич;журналист, главред «Republic»;yes;Журналист, главный редактор
282;Барабашова Любовь Григорьевна;журналистка «Радио Свобода», «Сибирь. Реалии»;yes;журналист
283;Киселёв Евгений Алексеевич;журналист;yes;Журналист
284;Ганапольский Матвей Юрьевич;журналист;yes;Журналист
285;Волков Леонид Михайлович;политик;yes;Политик
286;Кара-Мурза Владимир Владимирович;политик;yes;Политик
287;Моргенштерн Алишер Тагирович;рэп-, поп- и рок-исполнитель, музыкант, шоумен;yes;Исполнитель, музыкант, шоумен
288;Ходорковский Михаил Борисович;общественный и политический деятель, предприниматель;yes;Общественный деятель, Политический деятель, предприниматель
289;Каспаров Гарри Кимович;политик, шахматист;yes;Политик, шахматист
290;Чичваркин Евгений Александрович;предприниматель;yes;Предприниматель
291;Шаведдинов Руслан Табризович;политический и общественный деятель;yes;Политический деятель, общественный деятель
292;Яшин Илья Валерьевич;политик, общественный деятель;yes;Политик, общественный деятель
293;Кац Максим Евгеньевич;блогер, политик, общественный деятель;yes;Блогер, Политик, общественный деятель
294;Белоцерковская Вероника Борисовна;журналист, блогер;yes;журналист, блогер
295;Лазарева Татьяна Юрьевна;актриса, телеведущая, общественный деятель;yes;Актер, ведущий, общественный деятель, 
296;Гордон Дмитрий Ильич;журналист;yes;Журналист
297;Гордеева Катерина Владимировна;журналистка;yes;журналист
298;Жданов Иван Юрьевич;общественный деятель, юрист;yes;Общественный деятель, юрист
299;Зимин Борис Дмитриевич;общественный деятель, предприниматель;yes;Общественный деятель, предприниматель
300;Макаревич Андрей Вадимович;певец;yes;Певец
301;Крашенинников Фёдор Геннадиевич;политолог;yes;Политолог
302;Латынина Юлия Леонидовна;журналистка, публицист;yes;журналист, публицист
303;Эйдельман Тамара Натановна;историк, блогер;yes;Историк, блогер
304;Наки Майкл Сидней;блогер, журналист;yes;Блогер, журналист
305;Галкин Максим Александрович;артист;yes;Артист
306;Иванов Дмитрий Сергеевич;блогер;yes;Блогер
307;Кушнарь Александр Александрович;журналист;yes;Журналист
308;Кен Даниил Олегович;глава профсоюза «Альянс учителей»;yes;Глава профсоюза
309;Цимбалюк Роман Владимирович;журналист;yes;Журналист
310;Литвин Богдан Геннадьевич;активист, координатор движения «Весна»;yes;Активист, координатор движения
311;Мартыненко Тимофей Сергеевич;активист движения «Весна»;yes;Активист
312;Фёдоров Мирон Янович;рэп-исполнитель;yes;Исполнитель
313;Сторожева Ирина Владимировна;журналистка, активистка;yes;журналист, активист
314;Попова Алёна Владимировна;активистка, общественный деятель;yes;активист, общественный деятель
315;Низовцев Дмитрий Александрович;ведущий ютьюб-канала команды Навального «Популярная политика»;yes;Ведущий
316;Ярмыш Кира Александровна;общественный деятель, пресс-секретарь Алексея Навального;yes;Общественный деятель
317;Дзядко Тихон Викторович;журналист, главный редактор телеканала «Дождь»;yes;Журналист, главный редактор
318;Габбасов Руслан Салаватович;башкирский национальный и политический деятель, экоактивист;yes;Политический деятель, экоактивист
319;Кочкин Семён Александрович;юрист, правозащитник, экс-координатор Чебоксарского штаба Навального;yes;Юрист, правозащитник, координатор
320;Шуманов Илья Вячеславович;глава «Трансперенси Интернешнл — Россия»;yes;Глава
321;Пономарёв Илья Владимирович;политический деятель;yes;Политический деятель
322;Роднянский Александр Ефимович;режиссёр, продюсер;yes;Режиссер, продюсер
323;Шадрина (Фельгенгауэр) Татьяна Владимировна;журналистка, ведущая радио- и ютуб-программ;yes;Журналист, ведущий
324;Босов Катерина Евгеньевна;вдова бизнесмена Дмитрия Босова;yes;
325;Плющев Александр Владимирович;журналист, ведущий радио- и ютуб-программ;yes;Журналист, ведущий
326;Котрикадзе Екатерина Бесикиевна;журналистка, ведущая радио- и ютуб-программ;yes;Журналист, ведущий
327;Беньяш Михаил Михайлович;адвокат;yes;Адвокат
328;Синдеева Наталья Владимировна;журналистка, ведущая радио- и ютуб-программ;yes;Журналист, ведущий
329;Березовец Тарас Валерьевич;журналист, ведущий радио- и ютуб-программ;yes;Журналист, ведущий
330;Яковина Иван Викторович;журналист, политический обозреватель;yes;Журналист, политический обозреватель
331;Роменский Владимир Андреевич;журналист, ведущий радио- и ютуб-программ;yes;Журналист, ведущий
332;Карпук (Левиев) Руслан Леонидович;сооснователь Conflict Intelligence Team;yes;Сооснователь
333;Мальцев Вячеслав Вячеславович;видеоблогер;yes;Блогер
334;Шихман Ирина Юрьевна;журналистка, видеоблоггер;yes;журналист, блогер
335;Алексеев Иван Александрович;музыкант, рэп-рок-исполнитель;yes;Музыкант, исполнитель
336;Заякин Андрей Викторович;общественный деятель, журналист, сооснователь «Диссернет»;yes;Общественный деятель, журналист, сооснователь
337;Усанова Олимпиада Валентиновна;правозащитница;yes;правозащитник
338;Светов Михаил Владимирович;блогер, основатель SVTV News;yes;Блогер, основатель
339;Телин Фёдор Алексеевич;бывший волонтёр штаба Навального в Уфе;yes;Волонтер
340;Ковин Виталий Сергеевич;координатор движения наблюдателей «Голос»;yes;Координатор движения
341;Новиков Илья Сергеевич;адвокат;yes;Адвокат
342;Монгайт Анна Викторовна;журналистка, телеведущая, продюсер;yes;Журналист, ведущий, продюсер
343;Ройзман Евгений Вадимович;политик, общественный деятель;yes;Политик, общественный деятель
344;Гармажапова Александра Цыреновна;глава антивоенного фонда «Свободная Бурятия»;yes;
345;Общероссийское общественное движение в защиту прав избирателей «Голос»;;no;
346;Медиапроект «ОВД-Инфо»;;no;
347;Межрегиональное общественное движение «Российская ЛГБТ-сеть»;;no;
348;Дальневосточное общественное движение «Маяк»;;no;
349;Санкт-Петербургская ЛГБТ-инициативная группа «Выход»;;no;
350;Инициативная группа ЛГБТ+ «Реверс»;;no;
351;Московский комьюнити-центр для ЛГБТ+ инициатив;;no;
352;Комитет против пыток;;no;
353;«Ресурсный центр для ЛГБТ»;;no;
354;Движение «Весна»;;no;
355;Транс-инициативная группа «Т-Действие»;;no;
356;Аскеров Ровшан Энвер оглы;журналист, знаток телевизионной игры «Что? Где? Когда?»;yes;Журналист
357;Экологическое движение «42»;;no;
358;Апресян Рубен Грантович;философ;yes;Философ
359;Фишман Михаил Владимирович;журналист;yes;журналист
360;Мурзагулов Ростислав Рафкатович;политолог, политтехнолог, журналист, писатель;yes;Политолог, политтехнолог, журналист, писатель
361;The Bell;;no;
362;Региональная общественная организация «Экологическая вахта Сахалина»;;no;
363;Автономная некоммерческая организация «Центр сохранения и изучения лососёвых видов рыб и мест их обитания»;;no;
364;Самарская общественная организация ЛГБТ+ «Ирида»;;no;
365;Таратута Юлия Леонидовна;журналистка, главред «Wonderzine»;yes;Журналист, главный редактор
366;Тютрин Иван Иванович;журналист, оппозиционный политик и общественный деятель;yes;Журналист, политик, общественный деятель
367;Любимов Дмитрий Александрович;журналист;yes;Журналист
368;Давыдов Дмитрий Викторович;бизнесмен;yes;Бизнесмен
369;Грязневич Наталья Владимировна;депутат;yes;Депутат
370;Жвик Анастасия Николаевна;журналистка;yes;Журналист
371;Ганнушкина Светлана Алексеевна;правозащитница;yes;правозащитник
372;Пьяных Глеб Валентинович;журналист, телеведущий, видеоблогер;yes;Журналист, ведущий, блогер
373;Колесников Андрей Владимирович;журналист, политолог;yes;Журналист, политолог
374;Автономная некоммерческая организация социально-спортивных программ «Спортивное ЛГБТ-сообщество»;;no;
375;Anti-Corruption Foundation Inc.;;no;
376;«Феминистское Антивоенное Сопротивление»;;no;
